hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,229,2016,October,44,27,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,70.44,0,2,Check-Out,2016-10-30
Resort Hotel,0,7,2017,April,15,11,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240.0,0,Transient-Party,105.0,0,1,Check-Out,2017-04-12
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,0,Transient-Party,95.0,0,0,Canceled,2016-10-21
City Hotel,0,188,2015,August,35,23,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0,Transient,89.25,0,1,Check-Out,2015-08-28
City Hotel,0,26,2017,April,17,29,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,115.0,0,1,Check-Out,2017-04-30
City Hotel,0,90,2017,May,21,21,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,117.0,0,1,Check-Out,2017-05-24
City Hotel,1,186,2017,May,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,0,Transient,130.0,0,0,Canceled,2016-11-25
Resort Hotel,0,56,2017,May,21,24,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,,0,Transient,62.0,0,0,Check-Out,2017-05-25
Resort Hotel,0,20,2015,July,31,30,1,3,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0,Transient,193.0,0,1,Check-Out,2015-08-03
City Hotel,1,262,2015,July,28,6,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Contract,62.0,0,0,Canceled,2015-01-01
Resort Hotel,1,14,2016,October,44,25,0,3,2,0.0,0,BB,FIN,Complementary,Direct,0,1,1,A,E,0,No Deposit,,0,Transient,0.0,0,2,Canceled,2016-10-18
City Hotel,1,443,2016,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,391,Transient,65.0,0,0,Canceled,2016-09-20
City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,2015-10-09
City Hotel,1,250,2016,September,40,26,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0,Transient,95.0,0,0,Canceled,2016-06-28
City Hotel,1,72,2017,August,33,17,0,3,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0,Transient,138.02,0,2,Canceled,2017-06-06
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,0,Transient-Party,68.0,0,0,Canceled,2016-02-10
City Hotel,1,312,2015,August,35,25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,0,39,2015,August,33,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient-Party,109.0,0,0,Check-Out,2015-08-16
City Hotel,1,302,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,70,Transient,100.0,0,0,Canceled,2016-01-28
City Hotel,1,346,2015,September,40,28,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,9,2016,June,25,17,0,2,3,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,177.0,0,2,Check-Out,2016-06-19
City Hotel,0,124,2016,June,27,30,0,2,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,0,Transient-Party,97.55,0,0,Check-Out,2016-07-02
Resort Hotel,1,54,2016,July,29,15,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,160.0,0,0,Canceled,2016-06-13
City Hotel,1,161,2017,May,18,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30.0,0,Transient,120.0,0,0,Canceled,2016-11-25
City Hotel,0,3,2016,September,40,26,3,7,1,0.0,0,BB,PRT,Corporate,Corporate,1,4,46,A,A,0,No Deposit,,0,Transient,65.0,0,0,Check-Out,2016-10-06
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,58,Transient-Party,85.67,0,0,Check-Out,2015-10-28
City Hotel,1,420,2016,September,36,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,35.0,0,Transient,75.0,0,0,Canceled,2015-10-12
City Hotel,1,327,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,0,7,2015,September,39,21,1,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Contract,136.0,0,2,Check-Out,2015-09-24
City Hotel,0,122,2016,March,14,27,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0,Transient-Party,107.0,0,1,Check-Out,2016-03-30
City Hotel,0,3,2016,April,18,25,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,0,Transient,65.0,0,0,Check-Out,2016-04-26
City Hotel,0,178,2016,August,35,23,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0,Transient,143.7,1,1,Check-Out,2016-08-26
City Hotel,0,83,2016,March,14,28,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,0,Transient,80.75,0,0,Check-Out,2016-04-02
City Hotel,1,279,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.8,0,0,Canceled,2014-10-17
Resort Hotel,1,162,2016,August,36,31,2,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,141.33,0,0,Canceled,2016-07-21
Resort Hotel,0,16,2016,December,52,24,2,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,,0,Transient,99.33,0,0,Check-Out,2016-12-27
Resort Hotel,1,108,2016,March,13,21,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,48.0,0,1,Canceled,2016-01-04
City Hotel,0,13,2016,October,42,10,1,2,2,0.0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,159.0,0,0,Check-Out,2016-10-13
Resort Hotel,0,130,2016,August,34,20,4,10,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,,0,Transient,189.86,0,0,Check-Out,2016-09-03
City Hotel,1,178,2016,August,34,18,0,3,1,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,124.5,0,0,Canceled,2016-03-04
Resort Hotel,0,217,2017,August,35,29,0,4,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,410.0,0,Transient,106.35,0,1,Check-Out,2017-09-02
Resort Hotel,0,73,2017,February,7,17,1,2,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient-Party,40.0,0,0,Check-Out,2017-02-20
Resort Hotel,0,4,2016,November,48,26,2,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,43.0,0,1,Check-Out,2016-11-29
Resort Hotel,1,126,2017,June,25,20,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,0,Transient,63.0,0,0,Canceled,2017-02-14
City Hotel,0,7,2016,August,35,26,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,143.0,0,1,Check-Out,2016-08-30
City Hotel,1,230,2016,July,31,26,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,0,Transient-Party,95.75,0,1,Canceled,2016-01-25
Resort Hotel,1,72,2016,February,6,6,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,0,Transient-Party,73.33,0,0,Canceled,2016-01-19
City Hotel,1,226,2017,June,24,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,0,Transient,105.0,0,0,Canceled,2017-04-21
Resort Hotel,0,63,2017,April,15,10,1,2,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,63.95,0,0,Check-Out,2017-04-13
City Hotel,0,127,2016,April,18,28,1,3,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0,Transient,90.0,0,0,Check-Out,2016-05-02
City Hotel,1,87,2017,April,15,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,95.0,0,0,Canceled,2017-01-18
City Hotel,1,19,2016,September,39,23,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,159.0,0,1,Canceled,2016-09-20
City Hotel,0,21,2017,February,8,20,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,80.0,0,0,Check-Out,2017-02-22
Resort Hotel,0,39,2015,November,46,11,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,66.64,0,0,Check-Out,2015-11-16
City Hotel,1,3,2015,September,36,5,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,0.0,0,0,Canceled,2015-09-03
City Hotel,0,6,2016,September,39,22,0,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,159.0,0,3,Check-Out,2016-09-23
City Hotel,1,169,2017,April,16,21,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.0,0,1,Canceled,2016-11-08
Resort Hotel,1,95,2017,April,14,8,2,3,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,150.0,0,0,Canceled,2017-01-19
City Hotel,0,27,2017,February,6,5,2,2,1,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,68.0,0,1,Check-Out,2017-02-09
Resort Hotel,1,155,2015,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,0,Transient,36.0,0,0,Canceled,2015-10-26
City Hotel,0,14,2017,May,18,2,0,4,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,127.5,0,1,Check-Out,2017-05-06
Resort Hotel,0,0,2017,July,28,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,8.0,0,0,Check-Out,2017-07-13
Resort Hotel,0,277,2015,October,41,6,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,273.0,0,Transient-Party,68.74,0,0,Check-Out,2015-10-13
City Hotel,1,6,2015,September,37,11,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,127.0,0,0,Canceled,2015-09-07
City Hotel,1,46,2017,March,13,27,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,106.2,0,0,Canceled,2017-02-10
Resort Hotel,1,77,2015,September,40,28,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175.0,0,Transient,74.6,0,1,Canceled,2015-07-25
Resort Hotel,0,315,2015,September,40,29,2,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,71.26,0,0,Check-Out,2015-10-08
City Hotel,0,263,2017,June,25,23,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0,Transient-Party,105.0,0,1,Check-Out,2017-06-27
City Hotel,1,112,2017,April,15,12,0,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,172.5,0,1,Canceled,2017-01-08
City Hotel,0,3,2017,January,1,5,0,3,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.1,0,1,Check-Out,2017-01-08
Resort Hotel,0,222,2017,June,25,23,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,76.23,0,1,Check-Out,2017-06-28
City Hotel,1,128,2017,August,31,4,0,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,195.0,0,0,Canceled,2017-07-12
City Hotel,1,40,2017,March,13,29,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,158.0,0,0,Canceled,2017-03-19
Resort Hotel,0,34,2016,March,11,8,2,5,2,0.0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,0,Transient,83.33,0,1,Check-Out,2016-03-15
City Hotel,0,8,2015,October,44,29,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,94.24,0,0,Check-Out,2015-11-02
City Hotel,1,196,2016,August,32,4,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,105.3,0,0,Canceled,2016-01-25
Resort Hotel,0,3,2016,December,49,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,48.0,0,1,Check-Out,2016-12-03
Resort Hotel,0,274,2017,August,33,16,2,4,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0,Transient,224.1,1,3,Check-Out,2017-08-22
Resort Hotel,0,6,2016,March,12,15,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,0,Transient,30.0,0,0,Check-Out,2016-03-17
City Hotel,0,5,2015,December,50,9,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient-Party,58.0,0,1,Check-Out,2015-12-12
Resort Hotel,0,0,2015,September,40,30,0,1,2,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,G,G,0,No Deposit,110.0,0,Transient,90.1,0,0,Check-Out,2015-10-01
City Hotel,0,219,2017,June,25,18,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.0,0,1,Check-Out,2017-06-23
City Hotel,0,115,2016,May,19,4,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,99.45,0,1,Check-Out,2016-05-09
City Hotel,0,115,2016,April,15,8,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,34,Transient-Party,57.5,0,0,Check-Out,2016-04-10
Resort Hotel,0,77,2015,September,40,28,2,5,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,78.1,0,2,Check-Out,2015-10-05
City Hotel,1,302,2016,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,0,Transient,105.0,0,0,Canceled,2015-12-29
Resort Hotel,0,1,2017,February,6,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240.0,0,Transient,48.0,0,1,Check-Out,2017-02-12
Resort Hotel,0,129,2016,July,29,10,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,158.67,1,3,Check-Out,2016-07-16
City Hotel,0,0,2017,June,22,1,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,0,Transient,92.98,0,0,Check-Out,2017-06-02
City Hotel,0,9,2016,June,25,17,1,2,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,138.0,0,Transient,95.0,0,1,Check-Out,2016-06-20
City Hotel,0,28,2016,June,25,14,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,108.42,0,1,Check-Out,2016-06-17
City Hotel,0,10,2017,July,27,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,219.0,0,Transient-Party,95.0,0,0,Check-Out,2017-07-07
Resort Hotel,0,295,2017,March,11,15,2,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,26.64,0,1,Check-Out,2017-03-21
City Hotel,1,127,2016,April,18,28,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0,Transient-Party,80.0,0,0,Canceled,2016-02-10
Resort Hotel,1,22,2017,April,14,6,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,115.0,0,0,Canceled,2017-03-15
City Hotel,1,97,2017,March,11,14,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,0,Transient,85.0,0,0,Canceled,2016-12-07
City Hotel,0,59,2015,November,48,28,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,106.2,0,1,Check-Out,2015-12-04
Resort Hotel,0,21,2015,November,46,12,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,334.0,0,Transient-Party,40.0,0,0,Check-Out,2015-11-15
City Hotel,1,95,2017,July,30,28,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,125.0,0,1,Canceled,2017-04-24
City Hotel,0,153,2016,July,30,23,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.45,0,1,Check-Out,2016-07-27
City Hotel,1,88,2017,August,32,12,2,5,3,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,195.0,0,1,Canceled,2017-05-18
City Hotel,0,3,2017,August,35,31,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0,Transient,140.0,0,1,Check-Out,2017-09-01
City Hotel,1,31,2016,November,48,23,0,4,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,0,Transient,77.86,0,2,Canceled,2016-11-11
Resort Hotel,1,231,2015,July,28,7,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,0,Transient,110.7,0,0,Canceled,2015-03-17
City Hotel,1,97,2017,March,9,4,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,97.2,0,1,Canceled,2016-12-25
City Hotel,1,6,2017,February,7,14,0,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,128.0,0,0,Canceled,2017-02-08
City Hotel,0,34,2016,June,25,14,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,107.1,0,1,Check-Out,2016-06-17
City Hotel,0,1,2016,January,2,8,0,2,2,0.0,0,SC,BRA,Online TA,TA/TO,1,11,0,A,A,0,No Deposit,9.0,0,Transient-Party,67.5,0,0,Check-Out,2016-01-10
City Hotel,0,13,2017,January,3,21,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0,Transient,89.0,0,1,Check-Out,2017-01-23
City Hotel,1,14,2016,April,16,16,2,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,127.67,0,0,Canceled,2016-04-04
City Hotel,0,4,2015,November,46,14,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0,Transient,81.0,0,1,Check-Out,2015-11-17
City Hotel,0,157,2017,August,31,1,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,137.25,0,0,Check-Out,2017-08-05
City Hotel,1,212,2016,October,42,9,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,75.23,0,0,Canceled,2016-03-12
City Hotel,1,163,2016,June,24,5,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171.0,0,Transient,100.0,0,0,Canceled,2016-01-26
City Hotel,0,116,2016,October,44,23,2,2,2,0.0,1,BB,KOR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0,Transient,104.85,0,2,Check-Out,2016-10-27
Resort Hotel,1,106,2016,July,30,21,1,3,2,2.0,0,BB,ARG,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,252.0,0,0,Canceled,2016-06-13
Resort Hotel,1,72,2016,February,6,6,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,0,Transient-Party,73.33,0,0,Canceled,2016-01-19
Resort Hotel,0,30,2016,February,8,20,2,5,2,0.0,1,BB,GBR,Direct,Direct,0,0,0,A,E,1,No Deposit,,0,Transient,48.0,0,1,Check-Out,2016-02-27
Resort Hotel,0,222,2016,April,14,2,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,42.19,0,2,Check-Out,2016-04-09
City Hotel,0,263,2017,June,25,23,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0,Transient-Party,105.0,0,1,Check-Out,2017-06-27
City Hotel,1,9,2016,April,17,19,0,1,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.0,0,0,Canceled,2016-04-15
City Hotel,1,317,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,0,Transient,120.0,0,0,Canceled,2016-02-09
Resort Hotel,0,129,2016,March,14,28,2,5,3,0.0,0,BB,BEL,Direct,Direct,0,0,0,C,C,0,No Deposit,,0,Transient,88.84,0,1,Check-Out,2016-04-04
City Hotel,1,240,2016,December,50,10,2,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,67.5,0,2,Canceled,2016-11-05
City Hotel,0,87,2016,May,22,22,2,5,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,0,Transient,85.0,0,0,Check-Out,2016-05-29
City Hotel,0,23,2016,March,12,18,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient-Party,109.0,0,2,Check-Out,2016-03-19
Resort Hotel,0,0,2016,October,44,28,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,0,Transient,68.0,0,0,Check-Out,2016-10-29
Resort Hotel,0,132,2016,July,30,18,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,196.0,0,Transient,198.5,0,0,Check-Out,2016-07-22
City Hotel,1,479,2017,August,32,9,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Canceled,2017-07-27
City Hotel,0,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,114.4,0,0,Check-Out,2017-07-06
Resort Hotel,0,29,2017,April,15,10,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,75.0,0,1,Check-Out,2017-04-11
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,39,Transient,130.0,0,0,Canceled,2016-01-18
Resort Hotel,0,109,2015,November,46,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,0,Transient,80.8,1,2,Check-Out,2015-11-14
City Hotel,1,184,2017,August,35,28,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,191.67,0,3,Canceled,2017-03-07
City Hotel,0,214,2017,May,22,28,2,4,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,115.8,0,0,Check-Out,2017-06-03
City Hotel,0,39,2017,August,34,20,2,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,310.0,0,Transient,140.0,0,0,Check-Out,2017-08-22
City Hotel,0,28,2015,September,37,10,0,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,50.0,0,Transient,97.0,0,0,Check-Out,2015-09-12
Resort Hotel,0,283,2015,October,42,12,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273.0,0,Transient-Party,77.29,0,0,Check-Out,2015-10-19
City Hotel,0,57,2016,February,7,7,2,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,B,B,0,No Deposit,,0,Transient,65.0,0,1,Check-Out,2016-02-11
